"cod_materia","codenservicio_mat","nombre_mat","tipo_descriptor","cod_condicion","cod_condicion_padre","tipo","cantmaterias","cod_plan","cantcreditos","cod_grupo","nombre_grupo","cod_elemento","tipo_instancia","nombre_mat-2","codenservicio_mat-2"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808243","808246","B","1","","","","","34153","E","GEOMETRIA Y ALGEBRA LINEAL 1","171Q"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808243","808246","B","1","","","","","33738","E","CREDITOS ASIGNADOS POR REVALIDA","MAT33"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808243","808246","B","1","","","","","33700","E","CREDITOS ASIGNADOS POR REVALIDA","CM14"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808243","808246","B","1","","","","","33645","E","GEOMETRIA Y ALGEBRA LINEAL 1 (ANUAL)","1053"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808243","808246","B","1","","","","","33580","E","CREDITOS ASIGNADOS POR REVALIDA","M9"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808243","808246","B","1","","","","","32682","E","GEOMETRIA Y ALGEBRA LINEAL (P. 74)","CP23"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808243","808246","B","1","","","","","32655","E","GEOMETRIA Y ALGEBRA LINEAL 1","1030"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808243","808246","B","1","","","","","32620","E","GEOMETRIA Y ALGEBRA LINEAL","CP2"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808243","808246","B","1","","","","","32590","E","ALGEBRA LINEAL","1021"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808243","808246","B","1","","","","","32448","E","GEOMETRIA Y ALGEBRA LINEAL","R101"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808243","808246","B","1","","","","","32215","E","GEOMETRIA Y ALGEBRA LINEAL","B11"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808243","808246","B","1","","","","","32211","E","GEOMETRIA Y ALGEBRA LINEAL  (ANUAL)","B101"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808242","808246","B","1","","","","","89252","E","CREDITOS NO ACUM GAL2","1031P"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808242","808246","B","1","","","","","33761","E","GEOMETRIA Y ALGEBRA LINEAL 2","158Q"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808242","808246","B","1","","","","","33738","E","CREDITOS ASIGNADOS POR REVALIDA","MAT33"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808239","808246","B","1","","","","","88359","E","CREDITOS NO ACUM PROB Y EST.","1025P"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808239","808246","B","1","","","","","103576","E","CREDITOS NO ACUM PROBABILIDAD Y ESTADISTICA","1025T"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808240","808246","B","1","","","","","32591","E","CALCULO 2","1022"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808240","808246","B","1","","","","","32619","E","ANALISIS MATEMATICO I","CP1"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808240","808246","B","1","","","","","32681","E","ANALISIS MATEMATICO I (P. 74)","CP22"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808240","808246","B","1","","","","","33246","E","CALCULO 2","1072"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808240","808246","B","1","","","","","33738","E","CREDITOS ASIGNADOS POR REVALIDA","MAT33"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808240","808246","B","1","","","","","80232","E","CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808240","808246","B","1","","","","","88357","E","CREDITOS NO ACUM CDIVV","1062P"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808241","808246","B","1","","","","","32589","E","CALCULO 1","1020"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808241","808246","B","1","","","","","32619","E","ANALISIS MATEMATICO I","CP1"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808241","808246","B","1","","","","","32681","E","ANALISIS MATEMATICO I (P. 74)","CP22"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808241","808246","B","1","","","","","33644","E","CALCULO 1 (ANUAL)","1052"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808241","808246","B","1","","","","","33646","E","CALCULO 1","1070"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808241","808246","B","1","","","","","33738","E","CREDITOS ASIGNADOS POR REVALIDA","MAT33"
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","E","704291","","AND","","","","","","","","",""
"73977","1650","INT. A LA INVESTIGACIÓN DE OPERACIONES","C","808246","","AND","","","","","","","","",""
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470554","470555","B","3","","","","","32622","E","LOGICA","CP4"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470553","470555","B","3","","","","","32619","E","ANALISIS MATEMATICO I","CP1"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470552","470555","N","","","","","","32612","E","MATEMATICA DISCRETA 1","1023"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470553","470555","B","3","","","","","32620","E","GEOMETRIA Y ALGEBRA LINEAL","CP2"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470553","470555","B","3","","","","","32623","E","ANALISIS MATEMATICO II","CP6"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470554","470555","B","3","","","","","32619","E","ANALISIS MATEMATICO I","CP1"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470554","470555","B","3","","","","","32620","E","GEOMETRIA Y ALGEBRA LINEAL","CP2"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470557","470558","B","1","","","","","1003","C","OPTIMIZACION EN SIST. AGROFORESTALES 4º","16081"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470557","470558","B","1","","","","","58307","","",""
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470557","470558","B","1","","","","","22040","C","CORNO 5","CORN5"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470555","470559","OR","","","","","","","","",""
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470551","470559","B","1","","","","","75527","E","LOGICA MODALIDAD AL REVES","1013"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470551","470559","B","1","","","","","33805","E","LOGICA Y COMPUTACION","1010"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470558","470559","NOT","","","","","","","","",""
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470550","470559","B","1","","","","","32629","E","PROGRAMACION II","CP15"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470556","470559","B","1","","","","","32704","E","TEORIA DE LA PROGRAMACION I","CP33"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470551","470559","B","1","","","","","32637","E","LOGICA","1027"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470556","470559","B","1","","","","","32688","E","TEORIA DE LENGUAJES","1325"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470551","470559","B","1","","","","","32622","E","LOGICA","CP4"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470550","470559","B","1","","","","","32635","E","PROGRAMACION 2","1321"
"18270","1328","INT. A LA PROGRAMACION FUNCIONAL","C","470559","","AND","","","","","","","","",""
"18278","1333","INT. A LA PROGRAMACION GENERICA","C","191605","","B","1","","","","","4525","C","INT. A LA PROGRAMACION FUNCIONAL","1328"
"18278","1333","INT. A LA PROGRAMACION GENERICA","C","191605","","B","1","","","","","67938","C","PROGRAMACION FUNCIONAL","1354"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191150","191151","B","3","","","","","32619","E","ANALISIS MATEMATICO I","CP1"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191150","191151","B","3","","","","","32622","E","LOGICA","CP4"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191150","191151","B","3","","","","","32620","E","GEOMETRIA Y ALGEBRA LINEAL","CP2"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191149","191151","B","3","","","","","32623","E","ANALISIS MATEMATICO II","CP6"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191149","191151","B","3","","","","","32620","E","GEOMETRIA Y ALGEBRA LINEAL","CP2"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191149","191151","B","3","","","","","32619","E","ANALISIS MATEMATICO I","CP1"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191148","191151","N","","","","","","32636","E","MATEMATICA DISCRETA 2","1026"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191152","191153","N","","","","","","4659","C","PROGRAMACION LOGICA","1340"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191151","191157","OR","","","","","","","","",""
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191156","191157","B","1","","","","","32704","E","TEORIA DE LA PROGRAMACION I","CP33"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191156","191157","B","1","","","","","32688","E","TEORIA DE LENGUAJES","1325"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191155","191157","B","1","","","","","75527","E","LOGICA MODALIDAD AL REVES","1013"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191155","191157","B","1","","","","","33805","E","LOGICA Y COMPUTACION","1010"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191155","191157","B","1","","","","","32637","E","LOGICA","1027"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191155","191157","B","1","","","","","32622","E","LOGICA","CP4"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191154","191157","B","1","","","","","32701","E","PROGRAMACION III","CP29"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191154","191157","B","1","","","","","32663","E","PROGRAMACION 3","1323"
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191153","191157","NOT","","","","","","","","",""
"18271","1329","INT. A LA PROGRAMACION LOGICA","C","191157","","AND","","","","","","","","",""
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808222","808223","B","1","","","","","18820","C","FRANCES I","F01"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808222","808223","B","1","","","","","18860","C","FILOXERA DE LA VID","BL846"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808222","808223","B","1","","","","","21512","","",""
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808222","808223","B","1","","","","","1197","C","LA VARIAB Y EL CAMB. CLIM.  PROBL. AMBIE","31221"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808222","808223","B","1","","","","","18608","C","SEMINARIO- TALLER: DESIGUALDADES Y DESARROLLO EN LA SOCIEDAD DEL CONOCIMIENTO","SS79"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808222","808223","B","1","","","","","56574","E","GESTIÓN DE CUENCAS","PR14"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808222","808223","B","1","","","","","18636","","",""
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808222","808223","B","1","","","","","21314","","",""
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808219","808224","B","1","","","","","88356","E","CREDITOS NO ACUM CDIV","1061P"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808219","808224","B","1","","","","","89298","E","CREDITOS NO ACUM CALCULO 1","1020P"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808220","808224","B","1","","","","","32590","E","ALGEBRA LINEAL","1021"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808220","808224","B","1","","","","","32620","E","GEOMETRIA Y ALGEBRA LINEAL","CP2"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808220","808224","B","1","","","","","32656","E","GEOMETRIA Y ALGEBRA LINEAL 2","1031"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808220","808224","B","1","","","","","32682","E","GEOMETRIA Y ALGEBRA LINEAL (P. 74)","CP23"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808220","808224","B","1","","","","","33485","E","GEOMETRIA Y ALGEBRA LINEAL 2","1058"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808220","808224","B","1","","","","","33580","E","CREDITOS ASIGNADOS POR REVALIDA","M9"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808220","808224","B","1","","","","","33738","E","CREDITOS ASIGNADOS POR REVALIDA","MAT33"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808219","808224","B","1","","","","","33958","E","CREDITOS ASIGNADOS POR REVALIDA","CAL10"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808219","808224","B","1","","","","","33758","E","CALCULO 1","107L"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808220","808224","B","1","","","","","33761","E","GEOMETRIA Y ALGEBRA LINEAL 2","158Q"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808219","808224","B","1","","","","","33738","E","CREDITOS ASIGNADOS POR REVALIDA","MAT33"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808219","808224","B","1","","","","","33708","E","CREDITOS ASIGNADOS POR REVALIDA","MA47"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808219","808224","B","1","","","","","33646","E","CALCULO 1","1070"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808219","808224","B","1","","","","","33644","E","CALCULO 1 (ANUAL)","1052"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808220","808224","B","1","","","","","89252","E","CREDITOS NO ACUM GAL2","1031P"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808221","808224","B","1","","","","","4235","C","CALCULO 2","1022"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808221","808224","B","1","","","","","32619","E","ANALISIS MATEMATICO I","CP1"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808221","808224","B","1","","","","","32681","E","ANALISIS MATEMATICO I (P. 74)","CP22"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808221","808224","B","1","","","","","33246","E","CALCULO 2","1072"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808221","808224","B","1","","","","","33708","E","CREDITOS ASIGNADOS POR REVALIDA","MA47"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808221","808224","B","1","","","","","34152","E","CALCULO 2","172Q"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808221","808224","B","1","","","","","80231","C","CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808221","808224","B","1","","","","","88357","E","CREDITOS NO ACUM CDIVV","1062P"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808218","808224","B","1","","","","","32620","E","GEOMETRIA Y ALGEBRA LINEAL","CP2"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808221","808224","B","1","","","","","33738","E","CREDITOS ASIGNADOS POR REVALIDA","MAT33"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808223","808224","NOT","","","","","","","","",""
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808218","808224","B","1","","","","","32682","E","GEOMETRIA Y ALGEBRA LINEAL (P. 74)","CP23"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808218","808224","B","1","","","","","32590","E","ALGEBRA LINEAL","1021"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808219","808224","B","1","","","","","33172","E","CREDITOS ASIGNADOS POR REVALIDA","M13"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808219","808224","B","1","","","","","32681","E","ANALISIS MATEMATICO I (P. 74)","CP22"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808219","808224","B","1","","","","","32619","E","ANALISIS MATEMATICO I","CP1"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808218","808224","B","1","","","","","32655","E","GEOMETRIA Y ALGEBRA LINEAL 1","1030"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808219","808224","B","1","","","","","32589","E","CALCULO 1","1020"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808218","808224","B","1","","","","","114417","E","GEOMETRIA Y ALGEBRA LINEAL 1 INTERACTIVA","GAL1P"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808218","808224","B","1","","","","","88358","E","CREDITOS NO ACUM GAL1","1030P"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808218","808224","B","1","","","","","34153","E","GEOMETRIA Y ALGEBRA LINEAL 1","171Q"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808218","808224","B","1","","","","","33759","E","GEOMETRIA Y ALGEBRA LINEAL 1","171L"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808218","808224","B","1","","","","","33738","E","CREDITOS ASIGNADOS POR REVALIDA","MAT33"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808218","808224","B","1","","","","","33700","E","CREDITOS ASIGNADOS POR REVALIDA","CM14"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808218","808224","B","1","","","","","33647","E","GEOMETRIA Y ALGEBRA LINEAL 1","1071"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808218","808224","B","1","","","","","33645","E","GEOMETRIA Y ALGEBRA LINEAL 1 (ANUAL)","1053"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808218","808224","B","1","","","","","33580","E","CREDITOS ASIGNADOS POR REVALIDA","M9"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808219","808224","B","1","","","","","34151","E","CALCULO 1","170Q"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808219","808224","B","1","","","","","77790","E","CALCULO DIF. E INTEGRAL EN UNA VARIABLE","1061"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808225","808228","B","1","","","","","32620","E","GEOMETRIA Y ALGEBRA LINEAL","CP2"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808227","808228","B","1","","","","","33172","E","CREDITOS ASIGNADOS POR REVALIDA","M13"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808227","808228","B","1","","","","","33644","E","CALCULO 1 (ANUAL)","1052"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808226","808228","B","1","","","","","89252","E","CREDITOS NO ACUM GAL2","1031P"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808227","808228","B","1","","","","","32589","E","CALCULO 1","1020"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808227","808228","B","1","","","","","32619","E","ANALISIS MATEMATICO I","CP1"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808227","808228","B","1","","","","","32681","E","ANALISIS MATEMATICO I (P. 74)","CP22"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808226","808228","B","1","","","","","33761","E","GEOMETRIA Y ALGEBRA LINEAL 2","158Q"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808226","808228","B","1","","","","","33738","E","CREDITOS ASIGNADOS POR REVALIDA","MAT33"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808226","808228","B","1","","","","","33580","E","CREDITOS ASIGNADOS POR REVALIDA","M9"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808226","808228","B","1","","","","","33485","E","GEOMETRIA Y ALGEBRA LINEAL 2","1058"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808226","808228","B","1","","","","","32682","E","GEOMETRIA Y ALGEBRA LINEAL (P. 74)","CP23"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808226","808228","B","1","","","","","32656","E","GEOMETRIA Y ALGEBRA LINEAL 2","1031"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808226","808228","B","1","","","","","32620","E","GEOMETRIA Y ALGEBRA LINEAL","CP2"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808226","808228","B","1","","","","","32590","E","ALGEBRA LINEAL","1021"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808225","808228","B","1","","","","","114417","E","GEOMETRIA Y ALGEBRA LINEAL 1 INTERACTIVA","GAL1P"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808225","808228","B","1","","","","","88358","E","CREDITOS NO ACUM GAL1","1030P"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808225","808228","B","1","","","","","34153","E","GEOMETRIA Y ALGEBRA LINEAL 1","171Q"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808225","808228","B","1","","","","","33759","E","GEOMETRIA Y ALGEBRA LINEAL 1","171L"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808225","808228","B","1","","","","","33738","E","CREDITOS ASIGNADOS POR REVALIDA","MAT33"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808225","808228","B","1","","","","","33700","E","CREDITOS ASIGNADOS POR REVALIDA","CM14"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808225","808228","B","1","","","","","33647","E","GEOMETRIA Y ALGEBRA LINEAL 1","1071"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808225","808228","B","1","","","","","33645","E","GEOMETRIA Y ALGEBRA LINEAL 1 (ANUAL)","1053"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808225","808228","B","1","","","","","33580","E","CREDITOS ASIGNADOS POR REVALIDA","M9"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808225","808228","B","1","","","","","32682","E","GEOMETRIA Y ALGEBRA LINEAL (P. 74)","CP23"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808225","808228","B","1","","","","","32655","E","GEOMETRIA Y ALGEBRA LINEAL 1","1030"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808225","808228","B","1","","","","","32590","E","ALGEBRA LINEAL","1021"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808227","808228","B","1","","","","","33646","E","CALCULO 1","1070"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808227","808228","B","1","","","","","33708","E","CREDITOS ASIGNADOS POR REVALIDA","MA47"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808227","808228","B","1","","","","","33738","E","CREDITOS ASIGNADOS POR REVALIDA","MAT33"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808227","808228","B","1","","","","","33758","E","CALCULO 1","107L"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808227","808228","B","1","","","","","33958","E","CREDITOS ASIGNADOS POR REVALIDA","CAL10"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808227","808228","B","1","","","","","34151","E","CALCULO 1","170Q"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808227","808228","B","1","","","","","68392","E","CREDITOS ASIGNADOS POR REVALIDA","M14"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808227","808228","B","1","","","","","77790","E","CALCULO DIF. E INTEGRAL EN UNA VARIABLE","1061"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808227","808228","B","1","","","","","88356","E","CREDITOS NO ACUM CDIV","1061P"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808227","808228","B","1","","","","","89298","E","CREDITOS NO ACUM CALCULO 1","1020P"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808229","808230","N","","","","","","83708","C","INT. A LAS ECUACIONES DIFERENCIALES","1064"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808228","808230","AND","","","","","","","","",""
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808231","808232","B","1","","","","","56574","E","GESTIÓN DE CUENCAS","PR14"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808231","808232","B","1","","","","","18820","C","FRANCES I","F01"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808231","808232","B","1","","","","","18636","","",""
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808231","808232","B","1","","","","","18608","C","SEMINARIO- TALLER: DESIGUALDADES Y DESARROLLO EN LA SOCIEDAD DEL CONOCIMIENTO","SS79"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808231","808232","B","1","","","","","18860","C","FILOXERA DE LA VID","BL846"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808231","808232","B","1","","","","","19614","C","MONOGRAFIA","27M1"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808231","808232","B","1","","","","","21314","","",""
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808233","808234","B","1","","","","","32619","E","ANALISIS MATEMATICO I","CP1"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808233","808234","B","1","","","","","32681","E","ANALISIS MATEMATICO I (P. 74)","CP22"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808233","808234","B","1","","","","","33738","E","CREDITOS ASIGNADOS POR REVALIDA","MAT33"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808233","808234","B","1","","","","","34152","E","CALCULO 2","172Q"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808233","808234","B","1","","","","","80232","E","CALCULO DIF. E INTEGRAL EN VARIAS VARIABLES","1062"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808233","808234","B","1","","","","","88357","E","CREDITOS NO ACUM CDIVV","1062P"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808233","808234","B","1","","","","","33708","E","CREDITOS ASIGNADOS POR REVALIDA","MA47"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808233","808234","B","1","","","","","33246","E","CALCULO 2","1072"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808233","808234","B","1","","","","","32591","E","CALCULO 2","1022"
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808230","808234","OR","","","","","","","","",""
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808232","808234","NOT","","","","","","","","",""
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","E","808234","","AND","","","","","","","","",""
"52227","1064","INT. A LAS ECUACIONES DIFERENCIALES","C","808224","","AND","","","","","","","","",""
"18409","1433","INT. A LAS REDES DE COMPUTADORAS","E","25402","25403","N","","","","","","34136","E","CREDITOS ASIGNADOS POR REVALIDA","AR30"
"18409","1433","INT. A LAS REDES DE COMPUTADORAS","E","25403","25404","NOT","","","","","","","","",""
