nombrep,codigogrupop,nombreh,codigogrupoh,nombre_mat,codigo_materia,codenservicio_mat,tipo_mat,creditos_mat
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,CREDITOS ASIGNADOS POR REVALIDA,46097,CH5,G,5
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,CREDITOS ASIGNADOS POR REVALIDA,38090,CHS10,G,10
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,CREDITOS ASIGNADOS POR REVALIDA,21399,CH8,G,8
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,CREDITOS ASIGNADOS POR REVALIDA,21396,CH6,G,6
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,CREDITOS ASIGNADOS POR REVALIDA,20441,CH10,G,10
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,CREDITOS ASIGNADOS POR REVALIDA,21397,CH4,G,4
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,CREDITOS ASIGNADOS POR REVALIDA,38458,CH3,G,3
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,CREDITOS ASIGNADOS POR REVALIDA,21398,CH1,G,1
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,CREDITOS ASIGNADOS POR REVALIDA,57198,CHU10,G,10
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,CREDITOS ASIGNADOS POR REVALIDA,36653,CH04,G,4
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,CREDITOS ASIGNADOS POR REVALIDAS,80317,CH010,G,10
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,ECONOMIA,18531,1221,G,7
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,ECONOMIA,18560,1224,G,7
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,ECONOMIA POLITICA,18613,CP20,G,7
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,ECONOMÍA POLÍTICA,24414,SRN13,G,10
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,ECONOMIA Y FINANZAS (P. 74),19373,CP174,G,7
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,EPISTEMOLOGÍA,63498,558EU,G,3
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,"EPISTEMOLOGIA, ETICA Y EDUCACION",65162,C216,G,8
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,EPIST. GENET. Y APL. A LA DIDAC. EN INF.,43653,GP3,G,5
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,ETICA I,28821,FD1,G,13
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,INTRODUCCIÓN A LA ECONOMÍA,16318,IE,G,10
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,METODOLOGÍAS DE INVESTIGACIÓN,63422,AT002,G,5
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,POLITICAS CIENTIFICAS EN INF.Y COMP.,18561,1225,G,3
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,TECNOLOGÍA DE MEDIOS AL SERVICIO DE LA PRESERVACIÓN DEL PATRIMONIO HISTÓRICO DOC,72358,O6211,G,8
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,TECNOLOGÍAS DE DIGITALIZACIÓN Y TRANSCODIFICACIÓN. IDENTIFICACIÓN Y PRESERVACIÓN,74174,O7246,G,8
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,TECNOLOGIA Y SOCIEDAD,18650,CP18,G,10
MATERIAS COMPLEMENTARIAS,3233,CIENCIAS HUMANAS Y SOCIALES,5265,TEORÍAS Y PRÁCTICAS DE LA ACCESIBILIDAD EN LA COMUNICACIÓN - LIM,74595,O6521,G,8
MATERIAS OPCIONALES,3582,,,APLICACIONES DE TEORIA DE LA INFORMACION AL PROC. DE IMAG.,18411,1438,G,6
MATERIAS OPCIONALES,3582,,,BIOINFORMÁTICA,65436,736EU,G,7
MATERIAS OPCIONALES,3582,,,BIONFORMÁTICA ESTRUCTURAL,65438,836EU,G,7
MATERIAS OPCIONALES,3582,,,COMPRENSIÓN LECTORA DE INGLÉS,24402,SRN22,G,8
MATERIAS OPCIONALES,3582,,,CREDITOS ASIGNADOS POR REVALIDA,21039,MOP1,G,4
MATERIAS OPCIONALES,3582,,,CREDITOS ASIGNADOS POR REVALIDA,21940,MOP30,G,30
MATERIAS OPCIONALES,3582,,,CREDITOS ASIGNADOS POR REVALIDA,21935,MOP20,G,20
MATERIAS OPCIONALES,3582,,,CREDITOS ASIGNADOS POR REVALIDA,56949,MOP8,G,8
MATERIAS OPCIONALES,3582,,,CREDITOS ASIGNADOS POR REVALIDA,21919,MOP10,G,10
MATERIAS OPCIONALES,3582,,,CREDITOS ASIGNADOS POR REVALIDAS,80318,MOP4,G,4
MATERIAS OPCIONALES,3582,,,ESTRATEGIAS PARA APRENDER: DESARROLLANDO ESTRATEGIAS P/ESTUDIAR EN LA UNIV.,78118,M014,G,4
MATERIAS OPCIONALES,3582,,,IMAGENES MEDICAS:ADQ. INSTRUM. Y GESTION,19915,5709,G,6
MATERIAS OPCIONALES,3582,,,"IMAGENES MEDICAS: ADQUISICION, INSTRUMENTACION Y GESTION",19918,5707,G,8
MATERIAS OPCIONALES,3582,,,INGLES CIENTÍFICO,63510,816EU,G,4
MATERIAS OPCIONALES,3582,,,INGLES PARA FINES UNIVERSITARIOS I,67363,INFU1,G,8
MATERIAS OPCIONALES,3582,,,INICIACION A LA PROD. AUDIOVIS. Y MULTIMEDIA,42478,2040,G,6
MATERIAS OPCIONALES,3582,,,MODELADO 3D PARA PRODUCCION DIGITAL (PERFIL PRODUCTO),63429,AT009,G,4
MATERIAS OPCIONALES,3582,,,MODULO DE EXTENSION A,20655,1760,G,4
MATERIAS OPCIONALES,3582,,,MODULO DE EXTENSION B,20652,1761,G,4
MATERIAS OPCIONALES,3582,,,MODULO DE EXTENSION C,20654,1762,G,3
MATERIAS OPCIONALES,3582,,,MODULO DE EXTENSION D,20778,1763,G,3
MATERIAS OPCIONALES,3582,,,PLANIFICACION DE CLASES: DISEÑO DE UNID.DIDACT.,18533,1213,G,2
MATERIAS OPCIONALES,3582,,,PROBLEMAS DE DISEÑO,63423,AT003,G,7
MATERIAS OPCIONALES,3582,,,PRODUCCIÓN AUDIOVISUAL INTERACTIVA II,65119,AT021,G,6
MATERIAS OPCIONALES,3582,,,PRODUCCIÓN GRÁFICA 3D II,65121,AT023,G,6
MATERIAS OPCIONALES,3582,,,REDACC. TEC. DE TESIS Y ART. CIENTIF.,43654,GP4,G,5
MATERIAS OPCIONALES,3582,,,SEMINARIO SOBRE ENCUENTROS ENTRE ARTE Y TECNOLOGIAS,76028,1236,G,4
MATERIAS OPCIONALES,3582,,,SENSIBILIZACIÓN E INTERCAMBIO PARA LA EQUIDAD,68371,AT001,G,2
MATERIAS OPCIONALES,3582,,,TALLER DE COMUNICACIÓN ORAL Y ESCRITA,63528,2107A,G,1
MATERIAS OPCIONALES,3582,,,TALLER ENCARARE 1:CREATIVIDAD E INNOVAC.,22154,2034,G,5
MATERIAS OPCIONALES,3582,,,TALLER ENCARARE 2:PLANIF.DE LA FUT.EMPR.,22152,2036,G,5
MATERIAS OPCIONALES,3582,,,TALLER ENCARARE: CREAR,47525,1216,G,8
MATERIAS OPCIONALES,3582,,,TALLER: HERRAMIENTAS PARA LA INNOVACION,46783,1951,G,4
MATERIAS OPCIONALES,3582,,,TALLER INTERDISCIPLINARIO,24404,SRN25,G,2
MATERIAS OPCIONALES,3582,,,TEATRO Y MATEMATICA,22099,2222,G,6
MATERIAS OPCIONALES,3582,,,TRATAMIENTO DE IMAGENES POR COMPUTADORA,19797,5828,G,10
MATERIAS OPCIONALES,3582,,,TUTORIAS ENTRE PARES 1,49809,2216,G,4
MATERIAS OPCIONALES,3582,,,TUTORIAS ENTRE PARES 2,49810,2217,G,4
MATERIAS OPCIONALES,3582,,,TUTORIAS ENTRE PARES ACADEMICAS PROGRESA/FING,78269,5005,G,8
